dN/dS,LRT,p-value,Log(L)
1.028145822447522e-15,1.63020681111419,0.1008372230615553,-4.147571124692067
2.093959926088373e-15,1.054154817001404,0.1522760660214846,-4.062350360521799
5.24143268477775e-17,1.021455052042292,0.1560870576293942,-4.249301627290695
4.162828811893032e-17,1.043651582908943,0.153486864274266,-4.202305368905035
1.938106556428483,0.3535381590663889,0.2760585326095055,-11.89422164762956
2.269969926313108e-14,1.163412347488839,0.1403794861050136,-4.563888111607622
2.449231293967717e-15,0.686748416361894,0.2036362858950423,-10.50173798428132
3.975272492142624e-14,1.27952007709119,0.128994143980644,-4.162031399860097
9.682324783204268e-17,0.9393107479109606,0.1662275813813487,-4.092444360519503
1.928549675494667,0.3487864885597034,0.2774004372970346,-16.93640228909508
3.17603086687411e-16,0.6435514632959158,0.2112138396441306,-4.662429798151122
9.555848176237971e-17,1.143513670900687,0.1424555468382034,-4.368442052274882
1.028145822447522e-15,0.6435519225066137,0.2112137568775766,-10.86915531140357
4.936130869128893e-15,1.132666905297409,0.1436035986837146,-4.47770005242858
9.682324783204268e-17,1.078071305339471,0.1495647095886306,-15.95781865042514
1.735186185508464,0.2537132220727969,0.3072362674291444,-25.86513536501859
1,0,1,0
1.906631021444044,1.350666912162339,0.1225807801149386,-37.37669421681861
1.445004056083498,0.3596995559009102,0.2743365709224657,-30.07379078903538
6.728744545674702e-16,4.293034693592489,0.01913440069828426,-18.86348672786638
2.287852447174094e-16,4.860033559901861,0.01374290072775358,-12.02670493417591
0.8929632872625936,0.02651624990321721,0.4353229508442057,-31.65446143605343
0.3938916695462217,1.210690613278466,0.1355976954412739,-11.83002000075901
1,0,1,0
1.983488526120133,1.880978229927919,0.08511150362151881,-45.4379542444932
0.4863051226279523,0.6687477465366278,0.2067442702763967,-11.10917353687067
1,0,1,0
0.9818460156876734,0.0006728539933931188,0.4896528252853415,-31.34326015101825
1.028145822447522e-15,2.578280093853941,0.05416966044259791,-27.3836300143984
1,0,1,0
0.4799983242966294,0.6971342848542363,0.2018741473633363,-20.83112062395718
1,0,1,0
9.682324783204268e-17,4.719861776185965,0.01490806989556115,-12.00690478058642
1,0,1,0
3.17603086687411e-16,4.649563573795398,0.01553072181980675,-11.04553521514515
0.4416255134608825,0.8917103884773923,0.1725071147304011,-18.2840917770644
1,0,1,0
1,0,1,0
3.17603086687411e-16,4.863145389237665,0.0137181364295168,-11.59550613837221
0.489788995832964,0.6537960241188969,0.2093793812522916,-24.12422438257115
0.3845742719433532,1.281336237142028,0.1288253662260967,-25.55338559256115
3.17603086687411e-16,4.52670071463611,0.01668494629801348,-11.9731495312267
0.47449796684371,0.7213699621819636,0.1978474520710659,-11.1210030508888
1,0,1,0
0.4800505512046392,0.6963335637823249,0.2020092096284737,-19.59955133373096
0.4896709905277117,0.6542945752563796,0.2092907143068664,-27.36253022777488
0.8880625647201025,0.02921506441922617,0.432141704303045,-17.83783886774713
5.840566125974614e-16,5.075817634174776,0.01213091344025069,-15.18695487110354
1,0,1,0
0.4793142247471484,0.6997899636749487,0.201427139270139,-10.4339729691068
1,0,1,0
0.8847848062285681,0.03112675211477978,0.4299789513514883,-23.5556011013867
1,0,1,0
9.682324783204268e-17,4.508431109132093,0.0168640821105035,-8.762613225651304
9.682324783204268e-17,4.649563763139064,0.01553072010669837,-28.57514206343081
2.287852447174094e-16,4.0822817195859,0.02166755129804127,-12.82614446635742
6.728744545674702e-16,4.779788149489988,0.01439783151443919,-22.18169379275529
1.028145822447522e-15,2.575087121970519,0.05427906237258595,-17.41035333174498
0.4418954657229747,0.8901759426542384,0.1727148168142105,-17.30804122536891
6.728744545674702e-16,3.093350981232415,0.03930638142384923,-15.1108781270036
1.994285714622061,1.908081007743277,0.08358828968567977,-47.2216457394236
6.728744545674702e-16,3.880062651062609,0.02443136697926895,-12.41057687880094
1.841805421772439,0.9181491206975991,0.1689807112629717,-30.61036776772525
5.840566125974614e-16,4.08228149591929,0.02166755416600435,-12.46418237042199
1.173551806725974,0.0726175943831322,0.3937815045622399,-23.64513401977766
1.243528061375458,0.1321285645684043,0.3581175995783876,-44.94786834461729
5.840566125974614e-16,5.207377753155782,0.01124561608176167,-19.33632290322969
0.4382003089757727,0.911598949790509,0.1698452630091834,-13.96207209762131
2.399625215288097,3.485672188460953,0.03095110829089898,-47.03299038677536
0.7850337954574256,0.1267646290770372,0.3609052273017677,-27.46369756181076
1.028145822447522e-15,4.293034694532516,0.01913440068770594,-16.63909288473911
0.4239475187784869,0.9986386562965137,0.1588200688052098,-20.50907064305731
1,0,1,0
5.840566125974614e-16,4.170952762749955,0.02056133431995077,-11.40091779610888
0.4820693857869724,0.6878760636479129,0.2034438755526136,-18.66192760493582
1,0,1,0
6.728744545674702e-16,4.860527923360138,0.0137389634214492,-24.00871255394036
9.555848176237971e-17,4.780130355520342,0.0143949706276742,-11.53092373190351
3.17603086687411e-16,4.50911160281613,0.01685737388264441,-11.43558518032311
1,0,1,0
5.840566125974614e-16,4.082281493790166,0.02166755419330502,-11.35975775653997
1,0,1,0
1,0,1,0
1,0,1,0
0.4311577173484428,0.9536060302133151,0.1644015544007176,-14.12607393476405
1,0,1,0
3.17603086687411e-16,2.742988757234702,0.04884095755809914,-10.15090223877111
1,0,1,0
1,0,1,0
5.840566125974614e-16,4.293034694545554,0.01913440068755923,-10.6774792773236
9.682324783204268e-17,3.094029874841791,0.03928998847713655,-10.93255511115839
1,0,1,0
3.17603086687411e-16,5.076344798654095,0.01212722532147109,-11.16223261594672
0.3899194399934234,1.242190412892157,0.1325246625695777,-12.80856141734372
0.9341117785631322,0.009479755374918852,0.461218652326235,-20.01353301201256
1,0,1,0
0.4435323641472347,0.880280025085888,0.174062497168875,-16.86229582608313
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
0.4440359122170424,0.8780303827393681,0.1743708548775867,-13.40189358680835
5.840566125974614e-16,4.779498802158518,0.0144002509575073,-14.9245892362076
1,0,1,0
5.840566125974614e-16,5.113183732327567,0.0118723543763587,-9.617204771472455
0.4748539585421512,0.7197247656852177,0.1981171029400962,-10.63993476779746
1,0,1,0
2.672691953943431,3.551704020104609,0.02974216666690854,-35.78893564756026
1,0,1,0
0.8885148340346238,0.0289598470137733,0.4324358905030334,-19.4307210681066
2.449231293967717e-15,4.569794209016536,0.01627023710266201,-29.15752849197807
1,0,1,0
1.028145822447522e-15,4.293034694296615,0.0191344006903606,-20.97898233585166
1,0,1,0
1.028145822447522e-15,5.076255223621999,0.01212785191926341,-10.46930227711881
6.728744545674702e-16,4.526700714333998,0.01668494630095924,-22.64202593335224
1,0,1,0
1,0,1,0
0.5331040468826068,0.4919014222156619,0.241540173729186,-14.21164969095022
1.732306007982732,1.009496911128721,0.1575116968763653,-39.34417429285782
6.728744545674702e-16,3.88006264103192,0.02443136712523325,-11.86028524216717
1,0,1,0
0.4097583594932369,1.093251320062642,0.1478759713418996,-18.75061385807689
6.728744545674702e-16,3.284483343176493,0.03496881840030092,-11.213025791971
1,0,1,0
1.80294039022727,1.147482391111723,0.1420383970752814,-34.2625276155503
1,0,1,0
2.287852447174094e-16,3.282584083456641,0.03500930240180461,-11.6311933421243
5.840566125974614e-16,3.879366812440935,0.02444149487816644,-29.21860129834946
6.728744545674702e-16,5.124335927062518,0.01179629823104822,-20.27968183407085
1,0,1,0
1,0,1,0
6.728744545674702e-16,4.78003225349137,0.0143957907128307,-23.96989200468492
1.028145822447522e-15,4.30986545142845,0.01894597923679503,-17.28901246981172
2.287852447174094e-16,4.509074000980746,0.01685774448439464,-10.89116655484343
1,0,1,0
1,0,1,0
0.3910028248870868,1.233442034959452,0.1333693435726423,-12.91170214495396
1,0,1,0
0.4430422149439854,0.8831474790686471,0.173670528570083,-15.6864068397646
1,0,1,0
0.489902999608367,0.6533024058647925,0.2094672259871672,-27.98266736119142
1,0,1,0
3.17603086687411e-16,4.526700829847389,0.01668494517464153,-12.67371802699619
1,0,1,0
9.682324783204268e-17,3.093694140670213,0.03929809438287712,-15.72103784158615
1,0,1,0
3.17603086687411e-16,4.860031834789279,0.01374291446928788,-10.49131630540534
1.028145822447522e-15,4.082281493857131,0.02166755419244637,-17.36897310275024
5.840566125974614e-16,5.113365122361344,0.01187111326569529,-17.00829792581415
1.028145822447522e-15,3.879727032000098,0.0244362513458764,-19.1361297257321
3.994177816677626,11.36312162280132,0.0003745840216853868,-78.83372940754668
2.287852447174094e-16,4.570017730076067,0.01626811433524378,-12.05054031635752
1,0,1,0
0.8199957325875137,0.08394600394933605,0.3860097308670346,-19.23735505584453
3.139654619575825,6.448369027716581,0.005552712200302623,-45.87591437995489
2.287852447174094e-16,3.877746578987388,0.02446509448284007,-12.61768388270338
1.350538012730592,0.2445400508054263,0.3104730547795426,-36.41076009044357
3.678726092617158,9.123465341161264,0.001261757440557287,-57.23863619138032
9.682324783204268e-17,5.113533083085304,0.01186996416132841,-11.18992693215272
5.840566125974614e-16,4.309766288802596,0.01894708365639519,-10.05933105257003
9.682324783204268e-17,4.309502581483656,0.01895002101392024,-9.505303987318458
0.3909577309752219,1.233796748331258,0.1333349648297327,-13.12225375619644
0.8684527781605519,0.04155295954564053,0.4192371448593852,-26.95285370817684
6.728744545674702e-16,2.745112359176964,0.04877610991962167,-17.42017576331027
1,0,1,0
1,0,1,0
1.028145822447522e-15,2.745863983145099,0.04875318035934401,-18.33986851489225
1,0,1,0
0.4241229511255534,0.9970613377801101,0.1590113122401627,-53.62802917627307
1.603317369006585,0.3819329226280885,0.2682852900382821,-16.83623786132859
0.4742865869494497,0.722308745578367,0.1976938207354646,-17.3072460618223
0.9419960143301067,0.007265883058231282,0.4660352360847784,-19.18854208308834
1,0,1,0
3.17603086687411e-16,3.754003592027143,0.0263405928649485,-9.212388068661872
1,0,1,0
1,0,1,0
1.028145822447522e-15,2.743093014905597,0.04883777168708869,-17.91125961434314
0.8887746302540803,0.02881388437345578,0.4326047397856557,-21.07890527719779
0.4411930681577704,0.8941911232588211,0.1721720373949359,-12.65696671292326
0.982181204207497,0.0006490951469260153,0.4898371090442298,-37.03413223516838
1,0,1,0
1,0,1,0
1,0,1,0
0.8888851218166018,0.02875129175141211,0.4326772815809909,-26.62538200788878
0.4182582425950875,1.035217575274384,0.1544681759433116,-12.00210648391496
2.366324862736715,2.820408907679649,0.04653634499153314,-41.02569630655097
0.4648584608158596,0.7685660924064166,0.1903305044991886,-14.14014009218309
0.7944547588643391,0.1141030484281913,0.3677601852671012,-21.67738535756717
1,0,1,0
2.449231293967717e-15,2.736910103737451,0.04902709943177042,-16.91134537117532
1,0,1,0
1,0,1,0
1,0,1,0
3.17603086687411e-16,5.125881107477198,0.01178580027925047,-30.87419791744119
0.8855415369495159,0.03069708313952191,0.4304589514559426,-30.82072271610409
1.713650047878567,0.9728741111424029,0.1619822142366248,-54.05064006855382
2.287852447174094e-16,4.719283375985043,0.01491308540451197,-15.49257579922097
5.840566125974614e-16,4.293032808981017,0.01913442190626474,-23.98213111013789
1.974869603737528,1.859966027019894,0.08631436067511061,-48.34550291546984
9.682324783204268e-17,4.08228158759772,0.02166755299045847,-11.18949195901157
3.209571818068634,7.596526177417971,0.002924043490234396,-56.71474262906572
1.35855467206827,0.2540801385080087,0.3071083334834456,-27.04418418897964
1.1984818546542,0.09229225548127573,0.3806415030284869,-30.53995316545116
6.771941737530898e-17,3.094007811206389,0.03929052112232717,-11.24231912171561
0.479730603249592,0.6977880938305105,0.2017639632014967,-19.65806007870808
