

______________READ THE FOLLOWING DATA______________
50 species:{JF710754,CY006539,CY006459,CY006627,EF456782,CY007979,CY008980,CY006531,CY006451,CY006603,CY006515,CY006475,CY006283,CY006579,CY006787,CY008940,CY006571,CY008964,CY008532,CY039880,CY006227,CY039882,CY039883,CY039884,CY039885,CY008924,CY006803,CY006587,CY006635,CY006483,CY006619,CY006443,CY009988,CY039879,CY039878,CY006611,CY006507,CY008180,CY006563,CY006467,CY114301,CY114485,CY006275,CY006547,CY006795,CY006235,CY006771,CY006499,CY006491,CY006595};
Total Sites:1698;
Distinct Sites:122

Phase 1:Nucleotide Model (010010) Model Fit


-3392.43753459491

Phase 2:MG94x(010010) Model Fit



Phase 3:Estimating dN/dS


Nuc->codon scaling factor:1.938778271592162
Raw scaling factor:1.938778271592162
Tree scaling factor(S): 1

Using dN/dS=0.3319007199290287
Codon model:-3316.71861399989

Phase 4: Ancestral State Reconstruction and Counting

<<Significance level for Likelihood Ratio Tests (permissible range = [0,1], default value = 0.1)>>Site     1 dN/dS =      0.00000 Full Log(L) =     -4.07327 LRT =      0.92108 p-value =      0.16860
Site     2 dN/dS =      0.00000 Full Log(L) =     -3.83453 LRT =      0.59736 p-value =      0.21979
Site     3 dN/dS =      0.00000 Full Log(L) =     -4.26097 LRT =      0.61134 p-value =      0.21714
Site     4 dN/dS =      0.00000 Full Log(L) =     -3.99123 LRT =      0.57126 p-value =      0.22488
Site     5 dN/dS =      0.00000 Full Log(L) =    -10.27709 LRT =      0.57124 p-value =      0.22488
Site     6 dN/dS =      0.00000 Full Log(L) =     -4.53288 LRT =      0.69187 p-value =      0.20276
Site     7 dN/dS =      0.00000 Full Log(L) =    -11.40347 LRT =      0.33265 p-value =      0.28205
Site     8 dN/dS =      0.00000 Full Log(L) =     -4.08102 LRT =      0.76931 p-value =      0.19022
Site     9 dN/dS =      0.00000 Full Log(L) =     -3.94168 LRT =      0.48689 p-value =      0.24266
Site    10 dN/dS =      0.00000 Full Log(L) =     -3.94226 LRT =      0.57126 p-value =      0.22488
Site    11 dN/dS =      6.04143 Full Log(L) =    -10.60938 LRT =      1.91353 p-value =      0.08329 *P
Site    12 dN/dS =      3.11112 Full Log(L) =    -11.73910 LRT =      0.90628 p-value =      0.17055
Site    13 dN/dS =      0.00000 Full Log(L) =    -12.87259 LRT =      0.32100 p-value =      0.28550
Site    14 dN/dS =      0.00000 Full Log(L) =     -4.22566 LRT =      0.62882 p-value =      0.21389
Site    15 dN/dS =      3.82853 Full Log(L) =    -10.22188 LRT =      1.19905 p-value =      0.13676
Site    16 dN/dS =      0.00000 Full Log(L) =     -4.53288 LRT =      0.69187 p-value =      0.20276
Site    17 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    18 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    19 dN/dS =      3.42260 Full Log(L) =    -13.30421 LRT =      1.03927 p-value =      0.15400
Site    20 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    21 dN/dS =      1.00000 Full Log(L) =      0.00000 LRT =      0.00000 p-value =      1.00000
Site    22 dN/dS =      3.01797 Full Log(L) =     -9.17177 LRT =      0.86375 p-value =      0.17635
