
Check messages.log details of this run.
____________
55 species:{CY006635,CY006539,CY006459,CY006627,EF456782,CY007979,CY008980,CY006531,CY006451,CY006603,CY006515,CY006475,CY006283,CY008948,CY006579,CY006787,CY008940,CY006571,CY008964,CY008532,CY006243,CY039880,CY006227,CY039882,CY039883,CY039884,CY039885,CY008924,CY006803,CY112893,CY006587,JF710754,CY006483,CY006619,CY006443,CY009988,CY039879,CY039878,CY006611,CY006507,CY008180,CY006563,CY006467,CY114301,CY114485,CY006275,CY006547,CY006795,CY006267,CY006235,CY006771,CY006259,CY006499,CY006491,CY006595};
Total Sites:1698;
Distinct Sites:126

Phase 1:Nucleotide Model (010010) Model Fit


-3434.12081069074

Phase 2:MG94x(010010) Model Fit



Phase 3:Estimating dN/dS


Nuc->codon scaling factor:1.910896338053898
Raw scaling factor:1.910896338053898
Tree scaling factor(S): 1

Using dN/dS=0.3455952060533363
Codon model:-3359.43995709355

Phase 4: Ancestral State Reconstruction and Counting

<<Significance level for Likelihood Ratio Tests (permissible range = [0,1], default value = 0.1)>>Site     1 dN/dS =      0.00000 Full Log(L) =     -4.07264 LRT =      0.94184 p-value =      0.16590
Site     2 dN/dS =      0.00000 Full Log(L) =     -3.83398 LRT =      0.61213 p-value =      0.21699
Site     3 dN/dS =      0.00000 Full Log(L) =     -4.26503 LRT =      0.62525 p-value =      0.21455
Site     4 dN/dS =      0.00000 Full Log(L) =     -3.99414 LRT =      0.58685 p-value =      0.22182
Site     5 dN/dS =      0.00000 Full Log(L) =    -10.31174 LRT =      0.58682 p-value =      0.22182
Site     6 dN/dS =      0.00000 Full Log(L) =     -4.53754 LRT =      0.70639 p-value =      0.20032
Site     7 dN/dS =      0.00000 Full Log(L) =    -16.58689 LRT =      0.34795 p-value =      0.27764
Site     8 dN/dS =      0.00000 Full Log(L) =     -4.08215 LRT =      0.78818 p-value =      0.18732
Site     9 dN/dS =      0.00000 Full Log(L) =     -3.94229 LRT =      0.50066 p-value =      0.23961
Site    10 dN/dS =      0.00000 Full Log(L) =     -3.94394 LRT =      0.58685 p-value =      0.22182
Site    11 dN/dS =      5.83331 Full Log(L) =    -10.67831 LRT =      1.85675 p-value =      0.08650 *P
Site    12 dN/dS =      3.02882 Full Log(L) =    -11.79842 LRT =      0.87082 p-value =      0.17536
